Question ID,Response Code,Response Label
Q1180,2,2-3 times in the past month
Q1180,3,1 time per week
Q1180,4,2 times per week
Q1180,5,3-4 times per week
Q1180,6,5-6 times per week
Q1180,7,1 time per day
Q1180,8,2 or more times per day
Q1181,1,Less than 1 ounce
Q1181,2,1 to 3 ounces
Q1181,3,More than 3 ounces
Q1183,1,1 time in the past month
Q1183,2,2-3 times in the past month
Q1183,3,1 time per week
Q1183,4,2 times per week
Q1183,5,3-4 times per week
Q1183,6,5-6 times per week
Q1183,7,1 time per day
Q1183,8,2 or more times per day
Q1184,1,Less than 1 ounce
Q1184,2,1 to 4 ounces
Q1184,3,More than 4 ounces
Q1186,1,1 time in the past month
Q1186,2,2-3 times in the past month
Q1186,3,1 time per week
Q1186,4,2 times per week
Q1186,5,3-4 times per week
Q1186,6,5-6 times per week
Q1186,7,1 time per day
Q1186,8,2 or more times per day
Q1187,1,Less than 3 ounces or less than 1 fillet
Q1187,2,3 to 8 ounces or 1 fillet
Q1187,3,More than 8 ounces or more than 1 fillet
Q1189,1,1 time in the past month
Q1189,2,2-3 times in the past month
Q1189,3,1 time per week
Q1189,4,2 times per week
Q1189,5,3-4 times per week
Q1189,6,5-6 times per week
Q1189,7,1 time per day
Q1189,8,2 or more times per day
Q1190,1,Less than 2 ounces or less than 1 fillet
Q1190,2,2 to 6 ounces or 1 fillet
Q1190,3,More than 6 ounces or more than 1 fillet
Q1191,1,"Tofu, soy burgers, or soy meat-substitutes"
Q1191,2,"Eggs, egg whites, or egg substitutes (including eggs in salads, quiche, and souffles; NOT including eggs in baked goods and desserts)"
Q1193,1,1 time in the past month
Q1193,2,2-3 times in the past month
Q1193,3,1 time per week
Q1193,4,2 times per week
Q1193,5,3-4 times per week
Q1193,6,5-6 times per week
Q1193,7,1 time per day
Q1193,8,2 or more times per day
Q1194,1,Less than  1/4 cup or less than 2 ounces
Q1194,2,1/4 to  1/2 cup or 2 to 4 ounces
Q1194,3,More than  1/2 cup to more than 4 ounces
Q1196,1,1 time in the past month
Q1196,2,2-3 times in the past month
Q1196,3,1 time per week
Q1196,4,2 times per week
Q1196,5,3-4 times per week
Q1196,6,5-6 times per week
Q1196,7,1 time per day
Q1196,8,2 or more times per day
Q1197,1,1 egg
Q1197,2,2 eggs
Q1197,3,3 or more eggs
Q1198,1,Almost never or never
Q1198,2,About  1/4 of the time
Q1198,3,About  1/2 of the time
Q1198,4,About  3/4 of the time
Q1198,5,Almost always or always
Q1199,1,Almost never or never
Q1199,2,About  1/4 of the time
Q1199,3,About  1/2 of the time
Q1199,4,About  3/4 of the time
Q1199,5,Almost always or always
Q1200,1,Almost never or never
Q1200,2,About  1/4 of the time
Q1200,3,About  1/2 of the time
Q1200,4,About  3/4 of the time
Q1200,5,Almost always or always
Q1201,1,Crackers (including gluten-free)
Q1201,2,Potato chips
Q1201,3,Corn chips or tortilla chips
Q1201,4,Popcorn
Q1201,5,Pretzels (including gluten-free)
Q1201,6,"Whole nuts (including peanuts, almonds, seeds, or other nuts)"
Q1201,7,"High-protein or breakfast bars (such as Power Bars, Balance, Clif, etc.)"
Q1201,8,Protein powder
Q1201,9,Granola bars
Q1203,1,1 time in the past month
Q1203,2,2-3 times in the past month
Q1203,3,1 time per week
Q1203,4,2 times per week
Q1203,5,3-4 times per week
Q1203,6,5-6 times per week
Q1203,7,1 time per day
Q1203,8,2 or more times per day
Q1204,1,Fewer than 2 crackers
Q1204,2,2 to 5 crackers
Q1204,3,More than 5 crackers
Q1206,1,1 time in the past month
Q1206,2,2-3 times in the past month
Q1206,3,1 time per week
Q1206,4,2 times per week
Q1206,5,3-4 times per week
Q1206,6,5-6 times per week
Q1206,7,1 time per day
Q1206,8,2 or more times per day
Q1207,1,Fewer than 10 chips or less than  1/2 cup
Q1207,2,10 to 25 chips or  1/2 to 1 cups
Q1207,3,More than 25 chips or more than 1 cups
Q1209,1,1 time in the past month
Q1209,2,2-3 times in the past month
Q1209,3,1 time per week
Q1209,4,2 times per week
Q1209,5,3-4 times per week
Q1209,6,5-6 times per week
Q1209,7,1 time per day
Q1209,8,2 or more times per day
Q1210,1,Fewer than 10 chips or less than 1 cup
Q1210,2,10 to 25 chips or 1 to 2 cups
Q1210,3,More than 25 chips or more than 2 cups
Q1212,1,1 time in the past month
Q1212,2,2-3 times in the past month
Q1212,3,1 time per week
Q1212,4,2 times per week
Q1212,5,3-4 times per week
Q1212,6,5-6 times per week
Q1212,7,1 time per day
Q1212,8,2 or more times per day
Q1213,1,"Less than 2 cups, popped"
Q1213,2,"2 to 6 cups, popped"
Q1213,3,"More than 6 cups, popped"
Q1215,1,1 time in the past month
Q1215,2,2-3 times in the past month
Q1215,3,1 time per week
Q1215,4,2 times per week
Q1215,5,3-4 times per week
Q1215,6,5-6 times per week
Q1215,7,1 time per day
Q1215,8,2 or more times per day
Q1216,1,Fewer than 5 average twists
Q1216,2,5 to 20 average twists
Q1216,3,More than 20 average twists
Q1218,1,1 time in the past month
Q1218,2,2-3 times in the past month
Q1218,3,1 time per week
Q1218,4,2 times per week
Q1218,5,3-4 times per week
Q1218,6,5-6 times per week
Q1218,7,1 time per day
Q1218,8,2 or more times per day
Q1219,1,Les than  1/8 cup
Q1219,2,1/8 to  1/2 cup
Q1219,3,More than  1/2 cup
Q1220,1,Almost never or never
Q1220,2,About  1/4 of the time
Q1220,3,About  1/2 of the time
Q1220,4,About  3/4 of the time
Q1220,5,Almost always or always
Q1221,1,Almost never or never
Q1221,2,About  1/4 of the time
Q1221,3,About  1/2 of the time
Q1221,4,About  3/4 of the time
Q1221,5,Almost always or always
Q1223,1,1 time in the past month
Q1223,2,2-3 times in the past month
Q1223,3,1 time per week
Q1223,4,2 times per week
Q1223,5,3-4 times per week
Q1223,6,5-6 times per week
Q1223,7,1 time per day
Q1223,8,2 or more times per day
Q1224,1,Less than  1/2 bar
Q1224,2,1/2 to 1 bar
Q1224,3,More than 1 bar
Q1226,1,1 time in the past month
Q1226,2,2-3 times in the past month
Q1226,3,1 time per week
Q1226,4,2 times per week
Q1226,5,3-4 times per week
Q1226,6,5-6 times per week
Q1226,7,1 time per day
Q1226,8,2 or more times per day
Q1227,1,Less than 1 3/4 tablespoons or less than 1 scoop
Q1227,2,1 3/4 to 4 tablespoons or 1 to 2 scoops
Q1227,3,More than 4 tablespoons or more than 2 scoops
Q1229,1,1 time in the past month
Q1229,2,2-3 times in the past month
Q1229,3,1 time per week
Q1229,4,2 times per week
Q1229,5,3-4 times per week
Q1229,6,5-6 times per week
Q1229,7,1 time per day
Q1229,8,2 or more times per day
Q1230,1,Less than 1 bar
Q1230,2,1 to 2 bars
Q1230,3,More than 2 bars
Q1231,1,Yogurt (NOT including frozen yogurt)
Q1231,2,Cottage cheese or ricotta cheese
Q1231,3,"Cheese (including low-fat, on cheeseburgers, or in sandwiches or subs)"
Q1231,4,Whipped cream
Q1233,1,1 time in the past month
Q1233,2,2-3 times in the past month
Q1233,3,1 time per week
Q1233,4,2 times per week
Q1233,5,3-4 times per week
Q1233,6,5-6 times per week
Q1233,7,1 time per day
Q1233,8,2 or more times per day
Q1234,1,Less than  1/2 cup or less than 1 container
Q1234,2,1/2 to  3/4 cup or 1 container
Q1234,3,More than  3/4 cup or more than 1 container
Q1235,1,Almost never or never
Q1235,2,About  1/4 of the time
Q1235,3,About  1/2 of the time
Q1235,4,About  3/4 of the time
Q1235,5,Almost always or always
Q1237,1,1 time in the past month
Q1237,2,2-3 times in the past month
Q1237,3,1 time per week
Q1237,4,2 times per week
Q1237,5,3-4 times per week
Q1237,6,5-6 times per week
Q1237,7,1 time per day
Q1237,8,2 or more times per day
Q1238,1,Less than  1/4 cup
Q1238,2,1/4 to  3/4 cup
Q1238,3,More than  3/4 cup
Q1240,1,1 time in the past month
Q1240,2,2-3 times in the past month
Q1240,3,1 time per week
Q1240,4,2 times per week
Q1240,5,3-4 times per week
Q1240,6,5-6 times per week
Q1240,7,1 time per day
Q1240,8,2 or more times per day
Q1241,1,Less than  1/2 ounce or less than 1 slice
Q1241,2,1/2 to 1 1/2 ounces or 1 slice
Q1241,3,More than 1 1/2 ounces or more than 1 slice
Q1242,1,Almost never or never
Q1242,2,About  1/4 of the time
Q1242,3,About  1/2 of the time
Q1242,4,About  3/4 of the time
Q1242,5,Almost always or always
Q1244,1,1 time in the past month
Q1244,2,2-3 times in the past month
Q1244,3,1 time per week
Q1244,4,2 times per week
Q1244,5,3-4 times per week
Q1244,6,5-6 times per week
Q1244,7,1 time per day
Q1244,8,2 or more times per day
Q1245,1,Less than  1/2 tablespoon
Q1245,2,1/2 to 1 tablespoon
Q1245,3,More than 1 tablespoon
Q1246,1,Almost never or never
Q1246,2,About  1/4 of the time
Q1246,3,About  1/2 of the time
Q1246,4,About  3/4 of the time
Q1246,5,Almost always or always
Q1247,1,"Frozen yogurt, sorbet, or ices"
Q1247,2,"Ice cream, ice cream bars, or sherbet (including light, low-fat, or fat-free)"
Q1247,3,Cake (all kinds)
Q1247,4,Pie (all kinds)
Q1247,5,Cookies (all kinds)
Q1247,6,Brownies (all kinds)
Q1247,7,"Doughnuts, sweet rolls, Danish, or Pop-Tarts"
Q1247,8,Sweet muffins or dessert breads (all kinds)
Q1247,9,Pudding or custard
Q1247,10,"Chocolate bar or chocolate candy (such as M&Ms, Kit Kat, Mr. Goodbar, etc.)"
Q1247,11,Other types of candy
Q1249,1,1 time in the past month
Q1249,2,2-3 times in the past month
Q1249,3,1 time per week
Q1249,4,2 times per week
Q1249,5,3-4 times per week
Q1249,6,5-6 times per week
Q1249,7,1 time per day
Q1249,8,2 or more times per day
Q1250,1,Less than  1/2 cup or less than 1 scoop
Q1250,2,1/2 to 1 1/2 cups or 1 to 2 scoops
Q1250,3,More than 1 1/2 cups or more than 2 scoops
Q1252,1,1 time in the past month
Q1252,2,2-3 times in the past month
Q1252,3,1 time per week
Q1252,4,2 times per week
Q1252,5,3-4 times per week
Q1252,6,5-6 times per week
Q1252,7,1 time per day
Q1252,8,2 or more times per day
Q1253,1,Less than  1/2 cup or less than 1 scoop
Q1253,2,1/2 to 1 1/2 cups or 1 to 2 scoops
Q1253,3,More than 1 1/2 cups or more than 2 scoops
Q1254,1,Almost never or never
Q1254,2,About  1/4 of the time
Q1254,3,About  1/2 of the time
Q1254,4,About  3/4 of the time
Q1254,5,Almost always or always
Q1256,1,1 time in the past month
Q1256,2,2-3 times in the past month
Q1256,3,1 time per week
Q1256,4,2 times per week
Q1256,5,3-4 times per week
Q1256,6,5-6 times per week
Q1256,7,1 time per day
Q1256,8,2 or more times per day
Q1257,1,Less than 1 medium or less than  1/8 of a cake
Q1257,2,1 medium piece or  1/8 of a cake
Q1257,3,More than 1 medium piece or more than  1/8 of a cake
Q1259,1,1 time in the past month
Q1259,2,2-3 times in the past month
Q1259,3,1 time per week
Q1259,4,2 times per week
Q1259,5,3-4 times per week
Q1259,6,5-6 times per week
Q1259,7,1 time per day
Q1259,8,2 or more times per day
Q1260,1,Less than 1 medium or less than  1/8 of a cake
Q1260,2,1 medium piece or  1/8 of a cake
Q1260,3,More than 1 medium piece or more than  1/8 of a cake
Q1261,1,Almost never or never
Q1261,2,About  1/4 of the time
Q1261,3,About  1/2 of the time
Q1261,4,About  3/4 of the time
Q1261,5,Almost always or always
Q1262,1,Almost never or never
Q1262,2,About  1/4 of the time
Q1262,3,About  1/2 of the time
Q1262,4,About  3/4 of the time
Q1262,5,Almost always or always
Q1264,1,1 time in the past month
Q1264,2,2-3 times in the past month
Q1264,3,1 time per week
Q1264,4,2 times per week
Q1264,5,3-4 times per week
Q1264,6,5-6 times per week
Q1264,7,1 time per day
Q1264,8,2 or more times per day
Q1265,1,Fewer than 2 cookies
Q1265,2,2 to 4 cookies
Q1265,3,More than 4 cookies
Q1267,1,1 time in the past month
Q1267,2,2-3 times in the past month
Q1267,3,1 time per week
Q1267,4,2 times per week
Q1267,5,3-4 times per week
Q1267,6,5-6 times per week
Q1267,7,1 time per day
Q1267,8,2 or more times per day
Q1268,1,1 small brownie
Q1268,2,1 medium brownie
Q1268,3,1 large brownie
Q1270,1,1 time in the past month
Q1270,2,2-3 times in the past month
Q1270,3,1 time per week
Q1270,4,2 times per week
Q1270,5,3-4 times per week
Q1270,6,5-6 times per week
Q1270,7,1 time per day
Q1270,8,2 or more times per day
Q1271,1,Less than 1 piece
Q1271,2,1 to 2 pieces
Q1271,3,More than 2 pieces
Q1273,1,1 time in the past month
Q1273,2,2-3 times in the past month
Q1273,3,1 time per week
Q1273,4,2 times per week
Q1273,5,3-4 times per week
Q1273,6,5-6 times per week
Q1273,7,1 time per day
Q1273,8,2 or more times per day
Q1274,1,Less than 1 medium piece
Q1274,2,1 medium piece
Q1274,3,More than 1 medium piece
Q1276,1,1 time in the past month
Q1276,2,2-3 times in the past month
Q1276,3,1 time per week
Q1276,4,2 times per week
Q1276,5,3-4 times per week
Q1276,6,5-6 times per week
Q1276,7,1 time per day
Q1276,8,2 or more times per day
Q1277,1,Less than  1/2 cup
Q1277,2,1/2 to  3/4 cup
Q1277,3,More than  3/4 cup
Q1279,1,1 time in the past month
Q1279,2,2-3 times in the past month
Q1279,3,1 time per week
Q1279,4,2 times per week
Q1279,5,3-4 times per week
Q1279,6,5-6 times per week
Q1279,7,1 time per day
Q1279,8,2 or more times per day
Q1280,1,Less than 1 square in a bar or less than 1 ounce
Q1280,2,1 to 2 squares in a bar or 1 to 2 ounces
Q1280,3,More than 2 squares in a bar or more than 2 ounces
Q1282,1,1 time in the past month
Q1282,2,2-3 times in the past month
Q1282,3,1 time per week
Q1282,4,2 times per week
Q1282,5,3-4 times per week
Q1282,6,5-6 times per week
Q1282,7,1 time per day
Q1282,8,2 or more times per day
Q1283,1,Fewer than 2 pieces
Q1283,2,2 to 9 pieces
Q1283,3,More than 9 pieces
Q1284,1,Margarine
Q1284,2,Mayonnaise or mayonnaise-type dressing
Q1284,3,Salad dressing
Q1286,1,Almost never or never
Q1286,2,About  1/4 of the time
Q1286,3,About  1/2 of the time
Q1286,4,About  3/4 of the time
Q1286,5,Almost always or always
Q1288,1,Almost never or never
Q1288,2,About  1/4 of the time
Q1288,3,About  1/2 of the time
Q1288,4,About  3/4 of the time
Q1288,5,Almost always or always
Q1290,1,Almost never or never
Q1290,2,About  1/4 of the time
Q1290,3,About  1/2 of the time
Q1290,4,About  3/4 of the time
Q1290,5,Almost always or always
Q1291,1,Yes
Q1291,2,No
Q1292,1,"Meat (beef, pork, lamb, etc.)"
Q1292,2,"Poultry (chicken, turkey, duck)"
Q1292,3,Fish and seafood
Q1292,4,Eggs
Q1292,5,"Dairy products (milk, cheese, etc.)"
Q1293,1,"Multivitamin/mineral (such as One-A-Day, Centrum, Nutrilite, Geritol or prenatal, as pills, liquids or packets; NOT including eye health supplements)"
Q1293,2,"Eye health supplement (such as Ocuvite, PreserVision or I-Caps)"
Q1293,3,B-complex (NOT as part of a multivitamin)
Q1293,4,Antacids (such as Tums or Rolaids)
Q1293,5,B-12 (NOT as part of a multivitamin)
Q1293,6,B-6 (NOT as part of a multivitamin)
Q1293,7,Biotin (NOT as part of a multivitamin)
Q1293,8,Calcium (with or without vitamin D; NOT as part of a multivitamin or antacid)
Q1293,9,Coenzyme Q
Q1293,10,Fiber supplement (such as Metamucil or Benefiber)
Q1293,11,Folate or folic acid  (NOT as part of a multivitamin)
Q1293,12,Garlic supplement
Q1293,13,"Joint supplement (such as glucosamine, with or without chondroitin or other ingredients)"
Q1293,14,Iron (NOT as part of a multivitamin)
Q1293,15,Magnesium (NOT as part of a multivitamin)
Q1293,16,Melatonin
Q1293,17,Niacin (NOT as part of a multivitamin)
Q1293,18,Omega-3 (ALA/DHA/EPA) or fish oil
Q1293,19,Potassium (NOT as part of a multivitamin)
Q1293,20,"Probiotics (in pill, powder, or liquid form)"
Q1293,21,Saw palmetto
Q1293,22,Vitamin C (NOT as part of a multivitamin)
Q1293,23,Vitamin D (NOT as part of a multivitamin or calcium supplement)
Q1293,24,Vitamin E (NOT as part of a multivitamin)?
Q1293,25,Zinc (NOT as part of a multivitamin)?
Q1293,26,Other supplements (NOT as part of a multivitamin)
Q1295,1,Less than 1 day per month
Q1295,2,1-3 days per month
Q1295,3,1-3 days per week
Q1295,4,4-6 days times per week
Q1295,5,Everyday
Q1296,1,Multivitamin
Q1296,2,Multivitamin for people 50 years of age or older
Q1296,3,Prenatal multivitamin
Q1296,4,Don't know
Q1297,1,No
Q1297,2,Yes
Q1297,3,Don't know
Q1298,1,No
Q1298,2,Yes
Q1298,3,Don't know
Q1299,1,Less than 1
Q1299,2,1
Q1299,3,2
Q1299,4,3
Q1299,5,4 or more
Q1299,6,Don't know
Q1301,1,Less than 1 day per month
Q1301,2,1-3 days per month
Q1301,3,1-3 days per week
Q1301,4,4-6 days per week
Q1301,5,Everyday
Q1303,1,Less than 1 day per month
Q1303,2,1-3 days per month
Q1303,3,1-3 days per week
Q1303,4,4-6 days per week
Q1303,5,Everyday
Q1305,1,Less than 1 day per month
Q1305,2,1-3 days per month
Q1305,3,1-3 days per week
Q1305,4,4-6 days per week
Q1305,5,Everyday
Q1306,1,Less than 1
Q1306,2,1
Q1306,3,2
Q1306,4,3
Q1306,5,4 or more
Q1306,6,Don't know
Q1307,1,Regular Strength
Q1307,2,Extra Strength
Q1307,3,Ultra Strength
Q1307,4,Don't know
Q1309,1,Less than 1 day per month
Q1309,2,1-3 days per month
Q1309,3,1-3 days per week
Q1309,4,4-6 days per week
Q1309,5,Everyday
Q1310,1,Less than 300 mcg
Q1310,2,300 - 999 mcg
Q1310,3,"1,000 - 1,999 mcg"
Q1310,4,"2,000 mcg or more"
Q1310,5,Don't know
Q1312,1,Less than 1 day per month
Q1312,2,1-3 days per month
Q1312,3,1-3 days per week
Q1312,4,4-6 days per week
Q1312,5,Everyday
Q1313,1,Less than 50 mg
Q1313,2,50 - 99 mg
Q1313,3,100 - 199 mg
Q1313,4,200 mg or more
Q1313,5,Don't know
Q1315,1,Less than 1 day per month
Q1315,2,1-3 days per month
Q1315,3,1-3 days per week
Q1315,4,4-6 days per week
Q1315,5,Everyday
Q1317,1,Less than 1 day per month
Q1317,2,1-3 days per month
Q1317,3,1-3 days per week
Q1317,4,4-6 days times per week
Q1317,5,Everyday
Q1318,1,Less than 500 mg
Q1318,2,500 - 599 mg
Q1318,3,600 -999 mg
Q1318,4,1000 - 1199 mg
Q1318,5,1200 mg or more
Q1318,6,Don't know
Q1319,1,No
Q1319,2,Yes
Q1319,3,Don't know
Q1320,1,No
Q1320,2,Yes
Q1320,3,Don't know
Q1321,1,No
Q1321,2,Yes
Q1321,3,Don't know
Q1323,1,Less than 1 day per month
Q1323,2,1-3 days per month
Q1323,3,1-3 days per week
Q1323,4,4-6 days per week
Q1323,5,Everyday
Q1325,1,Less than 1 day per month
Q1325,2,1-3 days per month
Q1325,3,1-3 days per week
Q1325,4,4-6 days per week
Q1325,5,Everyday
Q1327,1,Less than 1 day per month
Q1327,2,1-3 days per month
Q1327,3,1-3 days per week
Q1327,4,4-6 days per week
Q1327,5,Everyday
Q1328,1,Less than 400 mcg
Q1328,2,400 - 599 mcg
Q1328,3,600 - 799 mcg
Q1328,4,800 - 999 mcg
Q1328,5,"1,000 mcg or more"
Q1328,6,Don't know
Q1330,1,Less than 1 day per month
Q1330,2,1-3 days per month
Q1330,3,1-3 days per week
Q1330,4,4-6 days per week
Q1330,5,Everyday
Q1332,1,Less than 1 day per month
Q1332,2,1-3 days per month
Q1332,3,1-3 days per week
Q1332,4,4-6 days per week
Q1332,5,Everyday
Q1334,1,Less than 1 day per month
Q1334,2,1-3 days per month
Q1334,3,1-3 days per week
Q1334,4,4-6 days per week
Q1334,5,Everyday
Q1335,1,Less than 20 mg
Q1335,2,20 - 29 mg
Q1335,3,30 - 64 mg
Q1335,4,65 - 89 mg
Q1335,5,90 -149 mg
Q1335,6,150 mg or more
Q1335,7,Don't know
Q1337,1,Less than 1 day per month
Q1337,2,1-3 days per month
Q1337,3,1-3 days per week
Q1337,4,4-6 days per week
Q1337,5,Everyday
Q1338,1,Less than 250 mg
Q1338,2,250 - 399 mg
Q1338,3,400 - 999 mg
Q1338,4,500 mg or more
Q1338,5,Don't know
Q1340,1,Less than 1 day per month
Q1340,2,1-3 days per month
Q1340,3,1-3 days per week
Q1340,4,4-6 days per week
Q1340,5,Everyday
Q1342,1,Less than 1 day per month
Q1342,2,1-3 days per month
Q1342,3,1-3 days per week
Q1342,4,4-6 days per week
Q1342,5,Everyday
Q1343,1,Less than 300 mg
Q1343,2,300 - 499 mg
Q1343,3,500 - 999 mg
Q1343,4,"1,000 mg or more"
Q1343,5,Don't know
Q1345,1,Less than 1 day per month
Q1345,2,1-3 days per month
Q1345,3,1-3 days per week
Q1345,4,4-6 days times per week
Q1345,5,Everyday
Q1347,1,Less than 1 day per month
Q1347,2,1-3 days per month
Q1347,3,1-3 days per week
Q1347,4,4-6 days per week
Q1347,5,Everyday
Q1348,1,Less than 95 mg
Q1348,2,95 - 349 mg
Q1348,3,350 - 749 mg
Q1348,4,750 mg or more
Q1348,5,Don't know
Q1350,1,Less than 1 day per month
Q1350,2,1-3 days per month
Q1350,3,1-3 days per week
Q1350,4,4-6 days per week
Q1350,5,Everyday
Q1352,1,Less than 1 day per month
Q1352,2,1-3 days per month
Q1352,3,1-3 days per week
Q1352,4,4-6 days per week
Q1352,5,Everyday
Q1354,1,Less than 1 day per month
Q1354,2,1-3 days per month
Q1354,3,1-3 days per week
Q1354,4,4-6 days per week
Q1354,5,Everyday
Q1355,1,Less than 500 mg
Q1355,2,500 - 999 mg
Q1355,3,"1,000 - 1,499 mg"
Q1355,4,"1,500 mg or more"
Q1355,5,Don't know
Q1357,1,Less than 1 day per month
Q1357,2,1-3 days per month
Q1357,3,1-3 days per week
Q1357,4,4-6 days per week
Q1357,5,Everyday
Q1358,1,Less than 400 IU
Q1358,2,400 - 799 IU
Q1358,3,"800 - 1,999 IU"
Q1358,4,"2,000 - 4,999 IU"
Q1358,5,"5,000 IU or more"
Q1358,6,Don't know
Q1360,1,Less than 1 day per month
Q1360,2,1-3 days per month
Q1360,3,1-3 days per week
Q1360,4,4-6 days per week
Q1360,5,Everyday
Q1361,1,Less than 400 IU
Q1361,2,400 - 999 IU
Q1361,3,"1,000 IU or more"
Q1361,4,Don't know
Q1363,1,Less than 1 day per month
Q1363,2,1-3 days per month
Q1363,3,1-3 days per week
Q1363,4,4-6 days per week
Q1363,5,Everyday
Q1364,1,Less than 20 mg
Q1364,2,20 - 49 mg
Q1364,3,50 mg or more
Q1364,4,Don't know
Q1366,1,Cinnamon
Q1366,2,Cranberry
Q1366,3,Creatine
Q1366,4,Echinacea
Q1366,5,Fluoride
Q1366,6,Ginkgo
Q1366,7,Ginseng
Q1366,8,Lecithin
Q1366,9,Plant sterols
Q1366,10,Red yeast
Q1366,11,Thiamin
Q1366,12,Turmeric
Q1366,13,Vitamin A
